Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Day_Perc_Change,Trend
HEROMOTOCO,EQ,2017-07-20,3770.65,3772.05,3787.95,3716.5,3716.5,3729.9,3734.07,374090,1396879932.5,29554,302848,80.96,-1.0807155265007307,Negative
HEROMOTOCO,EQ,2017-07-21,3729.9,3729.05,3741.0,3675.0,3678.0,3682.0,3705.64,427736,1585034226.55,32196,327936,76.67,-1.2842167350331168,Negative
HEROMOTOCO,EQ,2017-07-24,3682.0,3692.0,3725.3,3682.05,3688.25,3692.3,3702.54,236050,873984299.75,21284,172608,73.12,0.27973927213471583,Slight or No change
HEROMOTOCO,EQ,2017-07-25,3692.3,3725.0,3750.0,3700.0,3700.0,3709.05,3723.7,433381,1613782206.2,36587,290027,66.92,0.45364677843078294,Slight or No change
HEROMOTOCO,EQ,2017-07-26,3709.05,3715.0,3745.45,3687.0,3715.5,3717.45,3717.68,366612,1362946036.55,12903,238293,65.0,0.22647308610019845,Slight or No change
HEROMOTOCO,EQ,2017-07-27,3717.45,3727.7,3759.0,3682.0,3711.8,3703.55,3730.08,452512,1687905667.8,32051,307961,68.06,-0.37391222477772823,Slight or No change
HEROMOTOCO,EQ,2017-07-28,3703.55,3691.55,3691.55,3610.0,3620.05,3630.3,3654.08,276500,1010351861.75,32529,177586,64.23,-1.9778320800313165,Negative
HEROMOTOCO,EQ,2017-07-31,3630.3,3629.9,3672.9,3605.0,3658.0,3655.75,3639.88,504658,1836894967.45,34281,401554,79.57,0.701043990854755,Slight positive
HEROMOTOCO,EQ,2017-08-01,3655.75,3675.0,3737.65,3668.05,3733.0,3727.85,3698.48,685598,2535667299.4,38264,490478,71.54,1.9722355193872554,Positive
HEROMOTOCO,EQ,2017-08-02,3727.85,3750.0,3838.8,3743.4,3798.0,3802.6,3805.23,828588,3152966310.8,49804,377671,45.58,2.005177246938583,Positive
HEROMOTOCO,EQ,2017-08-03,3802.6,3812.0,3845.0,3772.0,3838.95,3838.35,3822.22,424548,1622714923.9,28086,270104,63.62,0.9401462157471174,Slight positive
HEROMOTOCO,EQ,2017-08-04,3838.35,3836.0,3964.0,3816.4,3944.25,3956.55,3914.33,789172,3089081400.1,44565,462041,58.55,3.0794482003986268,Among top gainers
HEROMOTOCO,EQ,2017-08-07,3956.55,3950.0,4018.9,3927.85,3940.05,3952.7,3971.01,644961,2561148529.4,36236,411225,63.76,-0.09730699725771785,Slight or No change
HEROMOTOCO,EQ,2017-08-08,3952.7,3957.0,4003.5,3896.05,3905.0,3913.4,3940.03,253242,997781917.0,23105,126006,49.76,-0.9942570900903114,Slight negative
HEROMOTOCO,EQ,2017-08-09,3913.4,3915.0,3945.0,3859.55,3890.0,3883.75,3887.46,343296,1334550182.8,21506,189189,55.11,-0.7576531915981066,Slight negative
HEROMOTOCO,EQ,2017-08-10,3883.75,3875.0,3945.0,3861.05,3899.0,3889.55,3909.14,303409,1186067074.35,25690,144371,47.58,0.14934019954941924,Slight or No change
HEROMOTOCO,EQ,2017-08-11,3889.55,3878.3,3878.3,3796.7,3845.9,3840.9,3831.67,302935,1160746333.25,35531,171823,56.72,-1.2507873661477542,Negative
HEROMOTOCO,EQ,2017-08-14,3840.9,3850.0,3975.0,3849.5,3950.0,3957.05,3933.9,263329,1035909278.7,23933,136548,51.85,3.0240308261084703,Among top gainers
HEROMOTOCO,EQ,2017-08-16,3957.05,3965.1,4044.0,3933.3,4010.35,4022.1,4011.2,475186,1906068220.15,43242,262033,55.14,1.643901391187863,Positive
HEROMOTOCO,EQ,2017-08-17,4022.1,4025.0,4038.3,3975.6,3989.0,3997.85,4000.14,351635,1406588757.65,37331,245085,69.7,-0.6029188732254331,Slight negative
HEROMOTOCO,EQ,2017-08-18,3997.85,3983.0,4000.75,3968.5,3974.0,3986.7,3982.0,209351,833635417.65,25853,145509,69.5,-0.27889990870092474,Slight or No change
HEROMOTOCO,EQ,2017-08-21,3986.7,3988.0,4038.3,3950.05,3959.0,3972.05,3987.93,246195,981809145.15,26124,148027,60.13,-0.3674718438808955,Slight or No change
HEROMOTOCO,EQ,2017-08-22,3972.05,3997.0,3998.1,3881.15,3893.95,3888.05,3918.17,290303,1137457307.5,21454,140810,48.5,-2.1147770043176695,Negative
HEROMOTOCO,EQ,2017-08-23,3888.05,3927.0,3950.0,3865.6,3897.0,3888.9,3886.72,407757,1584837562.6,26257,300270,73.64,0.021861858772398435,Slight or No change
HEROMOTOCO,EQ,2017-08-24,3888.9,3908.0,3925.0,3870.0,3888.0,3882.65,3893.77,222636,866893012.2,14022,145783,65.48,-0.1607138265319219,Slight or No change
HEROMOTOCO,EQ,2017-08-28,3882.65,3885.0,3993.95,3838.45,3956.0,3959.2,3951.62,435266,1720007190.65,32321,292831,67.28,1.9715915676149054,Positive
HEROMOTOCO,EQ,2017-08-29,3959.2,3940.0,3980.0,3921.7,3950.0,3945.7,3948.91,397802,1570884043.75,18846,273038,68.64,-0.34097797534855534,Slight or No change
HEROMOTOCO,EQ,2017-08-30,3945.7,3950.0,4015.0,3949.85,3977.4,3988.1,3993.13,261951,1046003736.05,15350,141503,54.02,1.0745875256608528,Positive
HEROMOTOCO,EQ,2017-08-31,3988.1,3989.0,4021.0,3968.0,3985.0,3995.1,3999.85,469468,1877802253.8,29406,308984,65.82,0.17552217848098017,Slight or No change
HEROMOTOCO,EQ,2017-09-01,3995.1,4006.0,4091.95,3995.0,4036.05,4048.95,4046.97,388220,1571114355.85,25372,208683,53.75,1.3479011789442108,Positive
HEROMOTOCO,EQ,2017-09-04,4048.95,4084.0,4084.0,3961.45,3975.0,3978.9,3998.6,226397,905271234.7,18430,95454,42.16,-1.7300781684140287,Negative
HEROMOTOCO,EQ,2017-09-05,3978.9,3994.0,4007.5,3960.0,3962.45,3970.45,3978.0,250627,996994461.4,17579,149408,59.61,-0.21237025308502577,Slight or No change
HEROMOTOCO,EQ,2017-09-06,3970.45,3953.0,3994.9,3940.0,3947.7,3950.65,3965.11,218970,868240833.9,18732,135263,61.77,-0.4986840282587557,Slight or No change
HEROMOTOCO,EQ,2017-09-07,3950.65,3953.0,4012.5,3953.0,3980.0,3982.9,3992.95,256960,1026029688.5,28512,144893,56.39,0.8163213648386902,Slight positive
HEROMOTOCO,EQ,2017-09-08,3982.9,3997.4,4002.0,3946.75,3947.95,3956.05,3973.23,145201,576917068.0,10665,76936,52.99,-0.6741319139320523,Slight negative
HEROMOTOCO,EQ,2017-09-11,3956.05,3999.0,3999.95,3936.6,3950.0,3944.5,3956.29,217005,858535627.25,20246,157953,72.79,-0.2919578872865647,Slight or No change
HEROMOTOCO,EQ,2017-09-12,3944.5,3958.4,3970.35,3909.95,3913.8,3918.9,3927.88,219890,863701556.5,17836,149003,67.76,-0.6490049435923462,Slight negative
HEROMOTOCO,EQ,2017-09-13,3918.9,3913.8,3970.0,3878.0,3899.9,3893.55,3930.41,262986,1033642624.6,19729,133005,50.57,-0.6468651917629908,Slight negative
HEROMOTOCO,EQ,2017-09-14,3893.55,3905.0,3922.0,3884.45,3890.0,3891.25,3900.75,190185,741863585.75,14689,94795,49.84,-0.05907205506543445,Slight or No change
HEROMOTOCO,EQ,2017-09-15,3891.25,3885.0,3910.0,3870.0,3888.0,3888.0,3887.9,389738,1515261646.8,26966,270902,69.51,-0.08352071956312379,Slight or No change
HEROMOTOCO,EQ,2017-09-18,3888.0,3895.0,3961.4,3895.0,3955.95,3949.9,3943.88,573380,2261344373.45,34953,301990,52.67,1.5920781893004055,Positive
HEROMOTOCO,EQ,2017-09-19,3949.9,3970.0,3977.85,3936.8,3945.0,3944.25,3953.34,154125,609308954.7,13074,62636,40.64,-0.14304159598977906,Slight or No change
HEROMOTOCO,EQ,2017-09-20,3944.25,3939.85,3958.3,3845.0,3850.0,3856.05,3875.62,515833,1999171918.3,53726,350698,67.99,-2.236166571591558,Negative
HEROMOTOCO,EQ,2017-09-21,3856.05,3856.1,3901.55,3811.7,3890.55,3896.4,3872.96,490206,1898548191.95,25976,279486,57.01,1.0464075932625327,Positive
HEROMOTOCO,EQ,2017-09-22,3896.4,3879.95,3879.95,3780.05,3785.0,3791.15,3815.4,719999,2747083251.15,31447,499096,69.32,-2.701211374602197,Negative
HEROMOTOCO,EQ,2017-09-25,3791.15,3825.7,3825.7,3721.0,3745.0,3755.95,3748.32,275648,1033218231.05,28024,147686,53.58,-0.9284781662556307,Slight negative
HEROMOTOCO,EQ,2017-09-26,3755.95,3801.0,3805.35,3742.15,3775.25,3787.75,3778.47,548321,2071811984.1,52440,330736,60.32,0.8466566381341689,Slight positive
HEROMOTOCO,EQ,2017-09-27,3787.75,3820.0,3824.9,3708.6,3725.25,3727.4,3772.38,266924,1006937797.3,33071,140144,52.5,-1.5932941720018468,Negative
HEROMOTOCO,EQ,2017-09-28,3727.4,3749.0,3779.0,3674.5,3711.8,3740.05,3726.5,789127,2940683469.3,60009,492846,62.45,0.3393786553629985,Slight or No change
HEROMOTOCO,EQ,2017-09-29,3740.05,3734.0,3819.35,3718.25,3782.1,3774.55,3784.05,547536,2071903833.35,44730,339361,61.98,0.9224475608614835,Slight positive
HEROMOTOCO,EQ,2017-10-03,3774.55,3840.0,3845.0,3793.8,3806.25,3806.25,3811.64,294342,1121925305.45,26483,176376,59.92,0.8398352121444796,Slight positive
HEROMOTOCO,EQ,2017-10-04,3806.25,3870.0,3870.0,3774.6,3792.0,3794.9,3821.46,388211,1483533201.8,39312,211329,54.44,-0.2981937602627216,Slight or No change
HEROMOTOCO,EQ,2017-10-05,3794.9,3796.0,3797.0,3750.0,3750.65,3755.45,3764.92,260215,979688387.85,20096,172996,66.48,-1.0395530844027556,Negative
HEROMOTOCO,EQ,2017-10-06,3755.45,3755.5,3777.0,3688.1,3714.0,3703.95,3720.54,373696,1390352114.35,20484,212329,56.82,-1.371340318736769,Negative
HEROMOTOCO,EQ,2017-10-09,3703.95,3703.05,3715.0,3670.0,3675.95,3676.4,3691.14,423770,1564194886.35,33240,314093,74.12,-0.7438005372642609,Slight negative
HEROMOTOCO,EQ,2017-10-10,3676.4,3690.0,3720.8,3661.2,3692.0,3695.25,3701.5,367529,1360407881.6,36099,215326,58.59,0.5127298444130179,Slight positive
HEROMOTOCO,EQ,2017-10-11,3695.25,3701.1,3744.8,3677.6,3681.0,3689.55,3707.22,298989,1108417574.9,32331,151030,50.51,-0.1542520803734515,Slight or No change
HEROMOTOCO,EQ,2017-10-12,3689.55,3697.0,3760.65,3694.95,3750.0,3751.0,3730.97,343176,1280380040.05,36086,209389,61.02,1.6655147646732038,Positive
HEROMOTOCO,EQ,2017-10-13,3751.0,3757.0,3790.0,3743.2,3765.0,3763.85,3769.09,213882,806140475.2,29166,103632,48.45,0.3425753132497933,Slight or No change
HEROMOTOCO,EQ,2017-10-16,3763.85,3797.7,3805.65,3766.8,3774.0,3776.65,3787.84,261710,991316678.05,35366,128779,49.21,0.34007731445195866,Slight or No change
HEROMOTOCO,EQ,2017-10-17,3776.65,3785.0,3828.5,3758.8,3800.0,3789.05,3803.83,447594,1702570697.6,28069,177371,39.63,0.3283333112679143,Slight or No change
HEROMOTOCO,EQ,2017-10-18,3789.05,3813.9,3813.9,3725.0,3748.0,3753.0,3765.85,236096,889103263.8,26811,69475,29.43,-0.9514258191367309,Slight negative
HEROMOTOCO,EQ,2017-10-19,3753.0,3750.0,3759.4,3720.0,3729.9,3735.6,3738.56,24217,90536760.9,2498,6959,28.74,-0.46362909672262864,Slight or No change
HEROMOTOCO,EQ,2017-10-23,3735.6,3792.95,3814.0,3770.0,3792.75,3791.25,3792.11,510178,1934650159.55,51180,297537,58.32,1.489720526823013,Positive
HEROMOTOCO,EQ,2017-10-24,3791.25,3792.0,3807.2,3742.2,3756.0,3755.4,3774.77,138844,524103529.0,19209,81623,58.79,-0.9455984174084997,Slight negative
HEROMOTOCO,EQ,2017-10-25,3755.4,3784.9,3784.9,3717.0,3769.15,3769.65,3751.32,464158,1741205098.25,35511,260773,56.18,0.37945358683495467,Slight or No change
HEROMOTOCO,EQ,2017-10-26,3769.65,3765.7,3787.9,3730.25,3745.4,3750.85,3767.1,357840,1348018038.8,33832,183528,51.29,-0.49872004032205375,Slight or No change
HEROMOTOCO,EQ,2017-10-27,3750.85,3764.0,3815.0,3750.6,3789.9,3786.65,3790.92,328558,1245536041.95,34321,188615,57.41,0.9544503245930924,Slight positive
HEROMOTOCO,EQ,2017-10-30,3786.65,3813.95,3841.5,3801.65,3833.0,3833.0,3829.85,244919,938004190.55,20682,170174,69.48,1.2240370776279708,Positive
HEROMOTOCO,EQ,2017-10-31,3833.0,3857.0,3870.05,3821.7,3853.75,3849.9,3851.31,307237,1183266037.0,32236,162910,53.02,0.44090790503521493,Slight or No change
HEROMOTOCO,EQ,2017-11-01,3849.9,3875.0,3882.9,3803.8,3824.8,3819.35,3854.1,338059,1302912616.45,21350,155254,45.93,-0.7935271046001224,Slight negative
HEROMOTOCO,EQ,2017-11-02,3819.35,3763.3,3804.7,3713.0,3721.05,3735.85,3764.64,518139,1950608537.2,37224,261133,50.4,-2.1862358778326207,Negative
HEROMOTOCO,EQ,2017-11-03,3735.85,3739.9,3742.95,3675.3,3686.0,3689.05,3701.96,364403,1349006180.45,34392,167422,45.94,-1.2527269563820775,Negative
HEROMOTOCO,EQ,2017-11-06,3689.05,3675.5,3715.0,3661.85,3683.25,3688.85,3695.98,290004,1071848749.3,38481,186649,64.36,-0.005421449966802605,Slight or No change
HEROMOTOCO,EQ,2017-11-07,3688.85,3695.25,3729.1,3675.0,3678.05,3681.5,3696.46,303030,1120137512.85,29910,164011,54.12,-0.1992490884692999,Slight or No change
HEROMOTOCO,EQ,2017-11-08,3681.5,3698.0,3718.65,3610.5,3625.5,3622.55,3652.58,367993,1344124398.65,27502,188855,51.32,-1.6012494906967212,Negative
HEROMOTOCO,EQ,2017-11-09,3622.55,3628.0,3659.9,3590.0,3601.0,3597.75,3615.33,241249,872194707.2,16213,93833,38.89,-0.6846006266304161,Slight negative
HEROMOTOCO,EQ,2017-11-10,3597.75,3605.0,3635.0,3560.75,3631.95,3605.1,3592.21,307029,1102911730.05,25062,176998,57.65,0.20429435063580303,Slight or No change
HEROMOTOCO,EQ,2017-11-13,3605.1,3639.0,3639.0,3569.0,3581.0,3579.9,3587.42,230714,827669116.7,24905,133549,57.89,-0.6990097362070347,Slight negative
HEROMOTOCO,EQ,2017-11-14,3579.9,3579.9,3662.4,3579.9,3655.0,3655.2,3638.82,430968,1568214879.2,54148,244232,56.67,2.1034107097963606,Positive
HEROMOTOCO,EQ,2017-11-15,3655.2,3650.5,3709.4,3640.0,3672.45,3671.8,3679.12,413595,1521667313.0,33362,254781,61.6,0.45414751586780877,Slight or No change
HEROMOTOCO,EQ,2017-11-16,3671.8,3672.0,3688.95,3625.25,3662.0,3657.0,3665.26,252451,925297477.5,29646,128716,50.99,-0.4030720627485218,Slight or No change
HEROMOTOCO,EQ,2017-11-17,3657.0,3693.6,3697.0,3622.5,3628.0,3631.15,3652.18,338039,1234580740.05,30728,221161,65.42,-0.7068635493573949,Slight negative
HEROMOTOCO,EQ,2017-11-20,3631.15,3632.4,3689.0,3618.0,3661.45,3658.6,3653.99,350045,1279060678.6,45497,248281,70.93,0.7559588560098085,Slight positive
HEROMOTOCO,EQ,2017-11-21,3658.6,3665.1,3690.5,3664.9,3679.0,3678.75,3680.65,202939,746947330.4,20030,130539,64.32,0.5507571202099104,Slight positive
HEROMOTOCO,EQ,2017-11-22,3678.75,3685.1,3710.0,3645.2,3661.8,3661.3,3676.33,293485,1078947106.25,51637,212294,72.34,-0.4743459055385646,Slight or No change
HEROMOTOCO,EQ,2017-11-23,3661.3,3685.0,3698.35,3645.5,3680.0,3677.35,3680.22,219012,806012735.5,15146,127253,58.1,0.43836888536856744,Slight or No change
HEROMOTOCO,EQ,2017-11-24,3677.35,3689.4,3690.15,3650.0,3656.5,3653.25,3676.01,388730,1428976277.35,23031,315236,81.09,-0.6553632371136819,Slight negative
HEROMOTOCO,EQ,2017-11-27,3653.25,3651.15,3670.0,3631.05,3662.9,3663.0,3646.75,172252,628159625.8,20362,79678,46.26,0.26688564976391493,Slight or No change
HEROMOTOCO,EQ,2017-11-28,3663.0,3680.0,3680.0,3655.1,3675.0,3673.6,3668.27,155386,569998518.05,22595,85673,55.14,0.28938028938028104,Slight or No change
HEROMOTOCO,EQ,2017-11-29,3673.6,3683.0,3695.0,3649.0,3650.0,3656.3,3668.14,172201,631657134.65,18545,97563,56.66,-0.47092770034842246,Slight or No change
HEROMOTOCO,EQ,2017-11-30,3656.3,3649.0,3678.0,3621.0,3645.0,3633.65,3643.51,456685,1663935767.5,37575,288256,63.12,-0.6194787079834785,Slight negative
HEROMOTOCO,EQ,2017-12-01,3633.65,3642.0,3680.0,3547.5,3550.0,3604.05,3637.19,222230,808292895.0,20886,129837,58.42,-0.8146079011462248,Slight negative
HEROMOTOCO,EQ,2017-12-04,3604.05,3635.0,3635.0,3593.8,3604.35,3601.4,3610.18,131129,473399348.6,18423,66720,50.88,-0.07352839167048542,Slight or No change
HEROMOTOCO,EQ,2017-12-05,3601.4,3597.0,3597.0,3513.05,3522.15,3520.55,3533.13,242868,858084783.85,25576,113769,46.84,-2.2449602932193002,Negative
HEROMOTOCO,EQ,2017-12-06,3520.55,3516.0,3518.1,3473.35,3511.9,3505.6,3497.37,291780,1020461875.55,33165,148376,50.85,-0.4246495575975451,Slight or No change
HEROMOTOCO,EQ,2017-12-07,3505.6,3520.0,3568.0,3517.95,3551.15,3551.1,3547.71,301458,1069484071.95,48418,163774,54.33,1.2979233226837028,Positive
HEROMOTOCO,EQ,2017-12-08,3551.1,3530.0,3567.0,3506.05,3522.0,3519.55,3530.45,177525,626742390.0,21889,77524,43.67,-0.8884570978006767,Slight negative
HEROMOTOCO,EQ,2017-12-11,3519.55,3544.0,3544.0,3500.3,3517.0,3514.85,3515.1,226419,795886143.65,24447,158087,69.82,-0.13353979912205105,Slight or No change
HEROMOTOCO,EQ,2017-12-12,3514.85,3517.0,3524.0,3432.75,3437.0,3441.7,3470.3,427882,1484877988.2,31924,283487,66.25,-2.081169893452073,Negative
HEROMOTOCO,EQ,2017-12-13,3441.7,3435.0,3490.3,3410.0,3427.0,3419.45,3451.25,348709,1203481111.9,46943,191482,54.91,-0.646482842781182,Slight negative
HEROMOTOCO,EQ,2017-12-14,3419.45,3452.0,3471.4,3416.2,3454.05,3460.55,3438.46,314655,1081929512.45,26753,213308,67.79,1.2019476816447217,Positive
HEROMOTOCO,EQ,2017-12-15,3460.55,3470.0,3511.95,3465.1,3498.0,3503.0,3494.93,372029,1300214225.05,29493,247265,66.46,1.2266836196558328,Positive
HEROMOTOCO,EQ,2017-12-18,3503.0,3487.0,3553.65,3430.65,3540.0,3535.35,3523.85,412556,1453786979.0,31310,248953,60.34,0.9234941478732495,Slight positive
HEROMOTOCO,EQ,2017-12-19,3535.35,3560.0,3710.65,3540.0,3704.7,3701.0,3642.35,876214,3191476802.25,54833,541355,61.78,4.685533256961838,Among top gainers
HEROMOTOCO,EQ,2017-12-20,3701.0,3733.4,3793.9,3696.05,3747.3,3749.2,3764.07,664592,2501569163.85,44663,342726,51.57,1.3023507160226933,Positive
HEROMOTOCO,EQ,2017-12-21,3749.2,3784.5,3822.25,3771.35,3794.0,3805.95,3797.91,612505,2326240819.65,48075,394715,64.44,1.5136562466659509,Positive
HEROMOTOCO,EQ,2017-12-22,3805.95,3814.0,3829.0,3774.0,3790.85,3792.8,3800.32,438144,1665085888.9,34403,228358,52.12,-0.34551163310079236,Slight or No change
HEROMOTOCO,EQ,2017-12-26,3792.8,3792.8,3848.8,3747.2,3808.0,3813.8,3789.77,320480,1214546947.5,19644,130523,40.73,0.5536806580890064,Slight positive
HEROMOTOCO,EQ,2017-12-27,3813.8,3813.0,3834.4,3757.05,3778.35,3786.65,3793.96,189623,719422360.25,13920,83568,44.07,-0.7118884052650931,Slight negative
HEROMOTOCO,EQ,2017-12-28,3786.65,3762.1,3783.5,3702.3,3725.05,3716.65,3736.55,605738,2263370500.7,28403,422679,69.78,-1.8485996857380504,Negative
HEROMOTOCO,EQ,2017-12-29,3716.65,3730.0,3809.85,3720.05,3807.0,3785.15,3763.97,274559,1033432806.1,19756,143705,52.34,1.8430575921865033,Positive
HEROMOTOCO,EQ,2018-01-01,3785.15,3810.0,3810.0,3740.0,3756.0,3749.1,3757.3,201102,755599895.35,8712,105027,52.23,-0.9524061133640682,Slight negative
HEROMOTOCO,EQ,2018-01-02,3749.1,3781.0,3784.35,3719.25,3740.05,3743.85,3750.07,258156,968103397.95,18744,98531,38.17,-0.140033608065937,Slight or No change
HEROMOTOCO,EQ,2018-01-03,3743.85,3728.0,3764.4,3728.0,3755.2,3755.2,3751.69,274963,1031575872.35,24358,165309,60.12,0.30316385538950996,Slight or No change
HEROMOTOCO,EQ,2018-01-04,3755.2,3755.0,3759.95,3721.55,3747.8,3738.9,3730.95,196775,734158040.25,35468,134969,68.59,-0.43406476352789714,Slight or No change
HEROMOTOCO,EQ,2018-01-05,3738.9,3758.7,3758.7,3726.2,3752.0,3744.65,3740.2,234199,875951800.55,22721,154494,65.97,0.15378854743373083,Slight or No change
HEROMOTOCO,EQ,2018-01-08,3744.65,3773.0,3792.0,3745.3,3784.75,3786.75,3779.14,249549,943080485.1,29001,150130,60.16,1.1242706260932156,Positive
HEROMOTOCO,EQ,2018-01-09,3786.75,3800.0,3804.8,3742.65,3743.6,3749.45,3767.2,290158,1093084556.55,19859,198904,68.55,-0.9850135340331412,Slight negative
HEROMOTOCO,EQ,2018-01-10,3749.45,3740.0,3752.55,3725.0,3745.0,3736.9,3740.24,250123,935519494.45,17660,179421,71.73,-0.33471575831121037,Slight or No change
HEROMOTOCO,EQ,2018-01-11,3736.9,3740.7,3743.2,3700.2,3715.4,3705.65,3713.24,366135,1359546221.55,26481,291103,79.51,-0.8362546495758516,Slight negative
HEROMOTOCO,EQ,2018-01-12,3705.65,3726.9,3726.9,3650.6,3679.1,3687.35,3696.06,363795,1344608082.2,22464,257506,70.78,-0.4938404868241819,Slight or No change
HEROMOTOCO,EQ,2018-01-15,3687.35,3687.7,3700.0,3613.65,3620.05,3628.8,3648.81,229198,836300628.85,31005,125521,54.77,-1.5878612011336002,Negative
HEROMOTOCO,EQ,2018-01-16,3628.8,3637.7,3664.0,3578.15,3587.7,3586.1,3619.1,271813,983718991.4,32577,142570,52.45,-1.1766975308642014,Negative
